starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 16 13:02:04 2018	1523905324	0	54	54	54
Mon Apr 16 13:02:04 2018	1523905324	0	55	55	55
Mon Apr 16 13:02:04 2018	1523905324	0	55	55	55
Mon Apr 16 13:02:03 2018	1523905323	0	55	55	55
Mon Apr 16 13:02:07 2018	1523905327	0	55	55	55
Mon Apr 16 13:02:04 2018	1523905324	0	55	55	55
Mon Apr 16 13:02:06 2018	1523905326	0	55	55	55
Mon Apr 16 13:02:05 2018	1523905325	0	55	55	55
Mon Apr 16 13:02:03 2018	1523905323	0	55	55	55
Mon Apr 16 13:02:03 2018	1523905323	0	56	56	56
Mon Apr 16 13:02:06 2018	1523905326	0	56	56	56
Mon Apr 16 13:02:03 2018	1523905323	0	56	56	56
Mon Apr 16 13:02:05 2018	1523905325	1	55	56	55
Mon Apr 16 13:02:04 2018	1523905324	0	56	56	56
Mon Apr 16 13:02:03 2018	1523905323	0	56	56	56
Mon Apr 16 13:02:05 2018	1523905325	1	55	56	55
Mon Apr 16 13:02:05 2018	1523905325	0	56	56	56
Mon Apr 16 13:02:05 2018	1523905325	0	56	56	56
Mon Apr 16 13:02:03 2018	1523905323	0	57	57	57
Mon Apr 16 13:02:06 2018	1523905326	1	56	57	56
Mon Apr 16 13:02:03 2018	1523905323	0	57	57	57
Mon Apr 16 13:02:06 2018	1523905326	0	57	57	57
Mon Apr 16 13:02:07 2018	1523905327	0	57	57	57
Mon Apr 16 13:02:07 2018	1523905327	0	58	58	58
Mon Apr 16 13:02:04 2018	1523905324	0	58	58	58
Mon Apr 16 13:02:04 2018	1523905324	0	58	58	58
Mon Apr 16 13:02:06 2018	1523905326	0	58	58	58
Mon Apr 16 13:02:04 2018	1523905324	1	57	58	57
Mon Apr 16 13:02:04 2018	1523905324	1	57	58	57
Mon Apr 16 13:02:03 2018	1523905323	1	57	58	57
Mon Apr 16 13:02:06 2018	1523905326	0	58	58	58
Mon Apr 16 13:02:04 2018	1523905324	0	58	58	58
Mon Apr 16 13:02:07 2018	1523905327	0	58	58	58
Mon Apr 16 13:02:02 2018	1523905322	1	58	59	58
Mon Apr 16 13:02:07 2018	1523905327	0	59	59	59
Mon Apr 16 13:02:07 2018	1523905327	0	59	59	59
Mon Apr 16 13:02:03 2018	1523905323	0	59	59	59
Mon Apr 16 13:02:02 2018	1523905322	0	59	59	59
Mon Apr 16 13:02:05 2018	1523905325	0	59	59	59
Mon Apr 16 13:02:06 2018	1523905326	0	59	59	59
Mon Apr 16 13:02:07 2018	1523905327	0	59	59	59
Mon Apr 16 13:02:07 2018	1523905327	0	59	59	59
Mon Apr 16 13:02:07 2018	1523905327	1	58	59	58
Mon Apr 16 13:02:03 2018	1523905323	1	58	59	58
Mon Apr 16 13:02:05 2018	1523905325	0	59	59	59
Mon Apr 16 13:02:05 2018	1523905325	0	59	59	59
Mon Apr 16 13:02:03 2018	1523905323	0	59	59	59
Mon Apr 16 13:02:07 2018	1523905327	1	58	59	58
Mon Apr 16 13:02:03 2018	1523905323	0	60	60	60
Mon Apr 16 13:02:03 2018	1523905323	0	60	60	60
Mon Apr 16 13:02:05 2018	1523905325	0	60	60	60
Mon Apr 16 13:02:03 2018	1523905323	0	60	60	60
Mon Apr 16 13:02:03 2018	1523905323	0	60	60	60
Mon Apr 16 13:02:02 2018	1523905322	0	60	60	60
Mon Apr 16 13:02:04 2018	1523905324	0	60	60	60
Mon Apr 16 13:02:04 2018	1523905324	0	60	60	60
Mon Apr 16 13:02:06 2018	1523905326	0	61	61	61
Mon Apr 16 13:02:05 2018	1523905325	0	61	61	61
Mon Apr 16 13:02:05 2018	1523905325	0	61	61	61
Mon Apr 16 13:02:03 2018	1523905323	0	61	61	61
Mon Apr 16 13:02:03 2018	1523905323	0	62	62	62
Mon Apr 16 13:02:06 2018	1523905326	1	61	62	61
Mon Apr 16 13:02:04 2018	1523905324	0	62	62	62
Mon Apr 16 13:02:04 2018	1523905324	0	62	62	62
Mon Apr 16 13:02:03 2018	1523905323	0	62	62	62
Mon Apr 16 13:02:05 2018	1523905325	0	62	62	62
Mon Apr 16 13:02:03 2018	1523905323	0	62	62	62
Mon Apr 16 13:02:03 2018	1523905323	0	62	62	62
Mon Apr 16 13:02:03 2018	1523905323	1	61	62	61
Mon Apr 16 13:02:03 2018	1523905323	0	63	63	63
Mon Apr 16 13:02:05 2018	1523905325	0	63	63	63
Mon Apr 16 13:02:03 2018	1523905323	1	62	63	62
Mon Apr 16 13:02:02 2018	1523905322	0	63	63	63
Mon Apr 16 13:02:06 2018	1523905326	0	63	63	63
Mon Apr 16 13:02:05 2018	1523905325	0	63	63	63
Mon Apr 16 13:02:03 2018	1523905323	0	63	63	63
Mon Apr 16 13:02:03 2018	1523905323	0	64	64	64
Mon Apr 16 13:02:05 2018	1523905325	0	64	64	64
Mon Apr 16 13:02:05 2018	1523905325	0	64	64	64
Mon Apr 16 13:02:04 2018	1523905324	0	64	64	64
Mon Apr 16 13:02:05 2018	1523905325	0	64	64	64
Mon Apr 16 13:02:04 2018	1523905324	0	64	64	64
Mon Apr 16 13:02:06 2018	1523905326	0	64	64	64
Mon Apr 16 13:02:05 2018	1523905325	1	64	65	64
Mon Apr 16 13:02:02 2018	1523905322	1	64	65	64
Mon Apr 16 13:02:05 2018	1523905325	0	65	65	64
Mon Apr 16 13:02:05 2018	1523905325	0	65	65	65
Mon Apr 16 13:02:06 2018	1523905326	0	65	65	65
Mon Apr 16 13:02:07 2018	1523905327	0	65	65	65
Mon Apr 16 13:02:04 2018	1523905324	0	65	65	65
Mon Apr 16 13:02:04 2018	1523905324	0	65	65	65
Mon Apr 16 13:02:03 2018	1523905323	0	65	65	65
Mon Apr 16 13:02:05 2018	1523905325	1	65	65	65
Mon Apr 16 13:02:05 2018	1523905325	0	66	66	66
Mon Apr 16 13:02:07 2018	1523905327	0	66	66	66
Mon Apr 16 13:02:04 2018	1523905324	0	66	66	66
Mon Apr 16 13:02:04 2018	1523905324	0	66	66	66
Mon Apr 16 13:02:03 2018	1523905323	0	66	66	66
Mon Apr 16 13:02:03 2018	1523905323	1	65	66	65
Mon Apr 16 13:02:07 2018	1523905327	0	66	66	66
Mon Apr 16 13:02:04 2018	1523905324	0	66	66	66
Mon Apr 16 13:02:05 2018	1523905325	0	67	67	67
Mon Apr 16 13:02:04 2018	1523905324	1	66	67	66
Mon Apr 16 13:02:06 2018	1523905326	1	67	68	67
Mon Apr 16 13:02:04 2018	1523905324	0	68	68	68
Mon Apr 16 13:02:07 2018	1523905327	0	68	68	68
Mon Apr 16 13:02:03 2018	1523905323	1	67	68	67
Mon Apr 16 13:02:06 2018	1523905326	0	69	69	69
Mon Apr 16 13:02:05 2018	1523905325	0	69	69	69
Mon Apr 16 13:02:05 2018	1523905325	0	69	69	69
Mon Apr 16 13:02:03 2018	1523905323	0	69	69	69
Mon Apr 16 13:02:03 2018	1523905323	0	69	69	69
Mon Apr 16 13:02:02 2018	1523905322	0	70	70	70
Mon Apr 16 13:02:07 2018	1523905327	0	70	70	70
Mon Apr 16 13:02:06 2018	1523905326	1	69	70	69
Mon Apr 16 13:02:03 2018	1523905323	0	70	70	70
Mon Apr 16 13:02:03 2018	1523905323	0	70	70	70
Mon Apr 16 13:02:03 2018	1523905323	0	70	70	70
Mon Apr 16 13:02:04 2018	1523905324	0	71	71	71
Mon Apr 16 13:02:08 2018	1523905328	0	71	71	71
Mon Apr 16 13:02:03 2018	1523905323	0	71	71	71
Mon Apr 16 13:02:05 2018	1523905325	0	71	71	71
Mon Apr 16 13:02:04 2018	1523905324	0	71	71	71
Mon Apr 16 13:02:05 2018	1523905325	0	71	71	71
Mon Apr 16 13:02:04 2018	1523905324	0	71	71	71
Mon Apr 16 13:02:05 2018	1523905325	0	71	71	71
Mon Apr 16 13:02:03 2018	1523905323	0	71	71	71
Mon Apr 16 13:02:03 2018	1523905323	0	72	72	72
Mon Apr 16 13:02:07 2018	1523905327	0	72	72	72
Mon Apr 16 13:02:03 2018	1523905323	0	72	72	72
Mon Apr 16 13:02:05 2018	1523905325	0	72	72	72
Mon Apr 16 13:02:05 2018	1523905325	1	72	73	72
Mon Apr 16 13:02:07 2018	1523905327	0	73	73	73
Mon Apr 16 13:02:03 2018	1523905323	0	73	73	73
Mon Apr 16 13:02:06 2018	1523905326	1	73	74	73
Mon Apr 16 13:02:03 2018	1523905323	0	74	74	73
Mon Apr 16 13:02:04 2018	1523905324	0	74	74	74
Mon Apr 16 13:02:03 2018	1523905323	0	74	74	74
Mon Apr 16 13:02:07 2018	1523905327	0	75	75	75
Mon Apr 16 13:02:07 2018	1523905327	0	76	76	76
Mon Apr 16 13:02:03 2018	1523905323	0	76	76	76
Mon Apr 16 13:02:03 2018	1523905323	0	76	76	76
Mon Apr 16 13:02:05 2018	1523905325	0	76	76	76
Mon Apr 16 13:02:03 2018	1523905323	0	76	76	76
Mon Apr 16 13:02:03 2018	1523905323	0	76	76	76
Mon Apr 16 13:02:05 2018	1523905325	0	76	76	76
Mon Apr 16 13:02:03 2018	1523905323	0	76	76	76
Mon Apr 16 13:02:05 2018	1523905325	0	77	77	77
Mon Apr 16 13:02:03 2018	1523905323	0	77	77	77
Mon Apr 16 13:02:03 2018	1523905323	0	77	77	77
Mon Apr 16 13:02:03 2018	1523905323	0	78	78	78
Mon Apr 16 13:02:04 2018	1523905324	0	78	78	77
Mon Apr 16 13:02:03 2018	1523905323	0	78	78	78
Mon Apr 16 13:02:03 2018	1523905323	0	78	78	78
Mon Apr 16 13:02:06 2018	1523905326	0	79	79	79
Mon Apr 16 13:02:04 2018	1523905324	0	79	79	79
Mon Apr 16 13:02:03 2018	1523905323	1	78	79	78
Mon Apr 16 13:02:03 2018	1523905323	0	80	80	80
Mon Apr 16 13:02:04 2018	1523905324	0	80	80	80
Mon Apr 16 13:02:03 2018	1523905323	0	81	81	81
Mon Apr 16 13:02:03 2018	1523905323	0	81	81	81
Mon Apr 16 13:02:05 2018	1523905325	1	81	82	81
Mon Apr 16 13:02:04 2018	1523905324	0	83	83	83
Mon Apr 16 13:02:06 2018	1523905326	0	83	83	82
Mon Apr 16 13:02:03 2018	1523905323	0	84	84	84
Mon Apr 16 13:02:03 2018	1523905323	0	84	84	84
Mon Apr 16 13:02:05 2018	1523905325	1	83	84	83
Mon Apr 16 13:02:03 2018	1523905323	0	84	84	84
Mon Apr 16 13:02:05 2018	1523905325	1	84	85	84
Mon Apr 16 13:02:04 2018	1523905324	0	86	86	85
Mon Apr 16 13:02:06 2018	1523905326	1	85	86	85
Mon Apr 16 13:02:04 2018	1523905324	0	86	86	86
Mon Apr 16 13:02:04 2018	1523905324	1	85	86	85
Mon Apr 16 13:02:03 2018	1523905323	0	86	86	86
Mon Apr 16 13:02:07 2018	1523905327	0	87	87	86
Mon Apr 16 13:02:07 2018	1523905327	0	88	88	88
Mon Apr 16 13:02:04 2018	1523905324	0	88	88	87
Mon Apr 16 13:02:03 2018	1523905323	0	88	88	88
Mon Apr 16 13:02:07 2018	1523905327	1	87	88	87
Mon Apr 16 13:02:05 2018	1523905325	0	89	89	89
Mon Apr 16 13:02:02 2018	1523905322	0	89	89	88
Mon Apr 16 13:02:02 2018	1523905322	0	89	89	88
Mon Apr 16 13:02:05 2018	1523905325	1	88	89	88
Mon Apr 16 13:02:02 2018	1523905322	0	89	89	89
Mon Apr 16 13:02:04 2018	1523905324	0	89	89	89
Mon Apr 16 13:02:03 2018	1523905323	0	89	89	89
Mon Apr 16 13:02:04 2018	1523905324	0	89	89	89
Mon Apr 16 13:02:03 2018	1523905323	0	89	89	89
Mon Apr 16 13:02:07 2018	1523905327	1	89	90	89
Mon Apr 16 13:02:04 2018	1523905324	0	90	90	90
Mon Apr 16 13:02:03 2018	1523905323	1	89	90	89
Mon Apr 16 13:02:03 2018	1523905323	0	91	91	91
Mon Apr 16 13:02:07 2018	1523905327	0	91	91	91
Mon Apr 16 13:02:03 2018	1523905323	0	91	91	91
Mon Apr 16 13:02:04 2018	1523905324	0	92	92	92
Mon Apr 16 13:02:06 2018	1523905326	0	92	92	92
Mon Apr 16 13:02:06 2018	1523905326	1	91	92	91
Mon Apr 16 13:02:07 2018	1523905327	1	91	92	91
Mon Apr 16 13:02:07 2018	1523905327	0	93	93	93
Mon Apr 16 13:02:05 2018	1523905325	1	92	93	92
Mon Apr 16 13:02:05 2018	1523905325	0	94	94	94
Mon Apr 16 13:02:03 2018	1523905323	1	93	94	93
Mon Apr 16 13:02:03 2018	1523905323	0	94	94	94
Mon Apr 16 13:02:04 2018	1523905324	0	95	95	95
Mon Apr 16 13:02:05 2018	1523905325	0	95	95	95
Mon Apr 16 13:02:02 2018	1523905322	0	96	96	96
Mon Apr 16 13:02:07 2018	1523905327	0	96	96	96
Mon Apr 16 13:02:04 2018	1523905324	0	96	96	96
Mon Apr 16 13:02:07 2018	1523905327	0	96	96	96
Mon Apr 16 13:02:07 2018	1523905327	0	96	96	96
Mon Apr 16 13:02:05 2018	1523905325	0	96	96	96
Mon Apr 16 13:02:07 2018	1523905327	0	97	97	97
Mon Apr 16 13:02:07 2018	1523905327	1	96	97	96
Mon Apr 16 13:02:03 2018	1523905323	1	96	97	96
Mon Apr 16 13:02:06 2018	1523905326	0	98	98	98
Mon Apr 16 13:02:07 2018	1523905327	0	98	98	98
Mon Apr 16 13:02:07 2018	1523905327	0	98	98	98
Mon Apr 16 13:02:07 2018	1523905327	0	98	98	98
Mon Apr 16 13:02:03 2018	1523905323	0	98	98	98
Mon Apr 16 13:02:03 2018	1523905323	0	98	98	98
Mon Apr 16 13:02:06 2018	1523905326	0	99	99	99
Mon Apr 16 13:02:03 2018	1523905323	0	99	99	99
Mon Apr 16 13:02:03 2018	1523905323	0	100	100	100
Mon Apr 16 13:02:02 2018	1523905322	0	100	100	99
Mon Apr 16 13:02:04 2018	1523905324	0	101	101	101
Mon Apr 16 13:02:05 2018	1523905325	0	101	101	101
Mon Apr 16 13:02:07 2018	1523905327	0	101	101	101
Mon Apr 16 13:02:06 2018	1523905326	0	103	103	103
Mon Apr 16 13:02:06 2018	1523905326	1	103	104	103
Mon Apr 16 13:02:06 2018	1523905326	0	104	104	104
Mon Apr 16 13:02:03 2018	1523905323	0	105	105	105
Mon Apr 16 13:02:03 2018	1523905323	0	105	105	105
Mon Apr 16 13:02:03 2018	1523905323	1	104	105	104
Mon Apr 16 13:02:07 2018	1523905327	0	106	106	106
Mon Apr 16 13:02:04 2018	1523905324	0	107	107	107
Mon Apr 16 13:02:07 2018	1523905327	0	107	107	107
Mon Apr 16 13:02:03 2018	1523905323	0	107	107	107
Mon Apr 16 13:02:03 2018	1523905323	0	109	109	109
Mon Apr 16 13:02:07 2018	1523905327	0	109	109	109
Mon Apr 16 13:02:06 2018	1523905326	0	109	109	109
Mon Apr 16 13:02:05 2018	1523905325	1	108	109	108
Mon Apr 16 13:02:03 2018	1523905323	0	109	109	109
Mon Apr 16 13:02:04 2018	1523905324	0	109	109	109
Mon Apr 16 13:02:03 2018	1523905323	0	110	110	110
Mon Apr 16 13:02:07 2018	1523905327	0	111	111	111
Mon Apr 16 13:02:03 2018	1523905323	0	112	112	112
Mon Apr 16 13:02:03 2018	1523905323	0	113	113	113
Mon Apr 16 13:02:05 2018	1523905325	0	114	114	114
Mon Apr 16 13:02:03 2018	1523905323	0	115	115	115
Mon Apr 16 13:02:03 2018	1523905323	1	114	115	114
Mon Apr 16 13:02:03 2018	1523905323	1	115	116	115
Mon Apr 16 13:02:03 2018	1523905323	0	116	116	116
Mon Apr 16 13:02:03 2018	1523905323	0	116	116	116
Mon Apr 16 13:02:07 2018	1523905327	0	118	118	117
Mon Apr 16 13:02:07 2018	1523905327	0	119	119	118
Mon Apr 16 13:02:03 2018	1523905323	0	119	119	119
Mon Apr 16 13:02:03 2018	1523905323	0	120	120	120
Mon Apr 16 13:02:04 2018	1523905324	0	121	121	121
Mon Apr 16 13:02:04 2018	1523905324	0	122	122	122
Mon Apr 16 13:02:05 2018	1523905325	0	123	123	123
Mon Apr 16 13:02:04 2018	1523905324	0	130	130	130
Mon Apr 16 13:02:04 2018	1523905324	0	131	131	131
Mon Apr 16 13:02:04 2018	1523905324	0	132	132	132
Mon Apr 16 13:02:03 2018	1523905323	0	134	134	134
Mon Apr 16 13:02:06 2018	1523905326	1	135	136	135
Mon Apr 16 13:02:04 2018	1523905324	0	137	137	137
Mon Apr 16 13:02:05 2018	1523905325	0	140	140	140
Mon Apr 16 13:02:03 2018	1523905323	0	140	140	140
Mon Apr 16 13:02:06 2018	1523905326	1	140	141	140
Mon Apr 16 13:02:03 2018	1523905323	1	142	143	142
Mon Apr 16 13:02:03 2018	1523905323	1	145	146	145
Mon Apr 16 13:02:07 2018	1523905327	1	145	146	145
Mon Apr 16 13:02:06 2018	1523905326	1	145	146	145
Mon Apr 16 13:02:03 2018	1523905323	0	147	147	147
Mon Apr 16 13:02:07 2018	1523905327	0	147	147	147
Mon Apr 16 13:02:06 2018	1523905326	0	148	148	148
Mon Apr 16 13:02:03 2018	1523905323	0	149	149	149
Mon Apr 16 13:02:06 2018	1523905326	1	151	152	151
Mon Apr 16 13:02:06 2018	1523905326	0	154	154	154
Mon Apr 16 13:02:06 2018	1523905326	1	156	157	156
Mon Apr 16 13:02:06 2018	1523905326	0	158	158	158
Mon Apr 16 13:02:03 2018	1523905323	0	165	165	165
Mon Apr 16 13:02:06 2018	1523905326	0	165	165	165
Mon Apr 16 13:02:05 2018	1523905325	0	169	169	168
Mon Apr 16 13:02:06 2018	1523905326	0	174	174	174
Mon Apr 16 13:02:05 2018	1523905325	0	179	179	179
Mon Apr 16 13:02:06 2018	1523905326	0	185	185	185
Mon Apr 16 13:02:07 2018	1523905327	1	190	191	189
Mon Apr 16 13:02:05 2018	1523905325	1	193	194	193
Mon Apr 16 13:02:04 2018	1523905324	0	196	196	196
Mon Apr 16 13:02:05 2018	1523905325	0	197	197	197
Mon Apr 16 13:02:05 2018	1523905325	0	218	218	218
Mon Apr 16 13:02:06 2018	1523905326	0	221	221	221
Mon Apr 16 13:02:04 2018	1523905324	1	238	239	238
Mon Apr 16 13:02:03 2018	1523905323	1	242	243	242
Mon Apr 16 13:02:07 2018	1523905327	0	253	253	253
Mon Apr 16 13:02:04 2018	1523905324	0	262	262	262
Mon Apr 16 13:02:04 2018	1523905324	0	265	265	265
Mon Apr 16 13:02:05 2018	1523905325	0	272	272	272
Mon Apr 16 13:02:04 2018	1523905324	0	281	281	281
Mon Apr 16 13:02:04 2018	1523905324	1	281	282	281
Mon Apr 16 13:02:04 2018	1523905324	1	289	290	289
Mon Apr 16 13:02:04 2018	1523905324	0	306	306	306
Mon Apr 16 13:02:04 2018	1523905324	0	310	310	310
Mon Apr 16 13:02:04 2018	1523905324	0	310	310	310
Mon Apr 16 13:02:04 2018	1523905324	1	315	316	315
Mon Apr 16 13:02:05 2018	1523905325	0	330	330	330
Mon Apr 16 13:02:05 2018	1523905325	0	368	368	367
Mon Apr 16 13:02:05 2018	1523905325	0	475	475	475
